ID,Nome,Data de Nascimento,Nacionalidade,Matriculas,ECTS,Ano do Curso,Media Atual
2760,Alice da Conceicao,12-03-1994,Portuguesa,3,125,3,13.70
3055,Leandro da Conceicao,09-11-1992,Portuguesa,3,125,2,14.60
2901,Elisa da Conceicao,14-12-2001,Portuguesa,2,30,1,11.90
2333,Maria Luiza da Conceicao,05-10-1998,Brasileira,4,139,2,18.20
2920,Ryan da Conceicao,13-01-2000,Espanhola,5,34,1,19.30
2320,Lorenzo da Conceicao,17-05-1996,Portuguesa,2,30,2,13.10
2795,Joao Miguel da Conceicao,20-12-2001,Angolana,5,34,2,15.10
2976,Francisco da Conceicao,06-03-1992,Francesa,5,34,1,12.30
2398,Caio Correia,01-07-1999,Portuguesa,1,10,1,11.80
2161,Luiz Otavio Correia,30-06-1992,Brasileira,5,34,2,19.00
1353,Thiago Correia,02-07-1991,Francesa,1,10,3,12.90
2731,Anthony Correia,19-06-1994,Portuguesa,1,10,2,11.10
1288,Rafael Correia,29-08-2002,Brasileira,2,30,1,16.80
1277,Alana Correia,19-07-2002,Portuguesa,5,34,3,18.10
1968,Alana Correia,21-06-1991,Brasileira,3,125,2,13.60
1417,Fernando Correia,23-07-1996,Portuguesa,3,125,1,16.40
2129,Matheus Correia,10-11-1990,Portuguesa,3,125,2,12.00
2002,Theo Correia,06-01-1991,Portuguesa,5,34,3,18.60
2195,Alexia Correia,19-06-1990,Portuguesa,2,30,1,18.50
2246,Gustavo Henrique Correia,12-04-1994,Portuguesa,3,125,3,15.90
1542,Alice Correia,21-06-2000,Portuguesa,1,10,2,15.00
2105,Diego Correia,30-04-1994,Italiana,3,125,3,13.80
2604,Maria Vitoria Correia,22-07-1996,Portuguesa,6,79,3,14.30
2711,Raul Correia,11-02-2000,Portuguesa,4,139,3,14.60
1835,Luiza Correia,30-01-1991,Portuguesa,2,30,1,14.30
3104,Emanuelly Correia,11-08-1996,Portuguesa,4,139,1,14.20
2538,Ana Carolina Correia,18-09-2000,Portuguesa,1,10,3,18.30
2744,Luiz Miguel Correia,19-05-1997,Portuguesa,4,139,2,14.30
1834,Luna Correia,01-01-1998,Portuguesa,1,10,1,12.50
1362,Antonio Correia,03-11-1998,Portuguesa,3,125,1,17.50
1409,Alicia Correia,26-11-1993,Portuguesa,6,79,1,20.00
2327,Lucas Gabriel Correia,26-01-1993,Portuguesa,6,79,3,15.90
3109,Davi Correia,24-04-2000,Portuguesa,2,30,3,13.30
1427,Daniela Correia,18-05-1998,Portuguesa,2,30,2,18.50
1832,Joana Correia,09-12-1991,Angolana,2,30,3,17.30
3146,Ana Vitoria Correia,30-05-2003,Portuguesa,1,10,2,18.40
2761,Joao Correia,12-08-1998,Portuguesa,5,34,1,12.30
2232,Bruna Correia,19-08-1996,Portuguesa,2,30,3,15.10
1994,Luiz Otavio Correia,26-11-2004,Espanhola,1,10,2,16.00
1659,Livia Correia,11-07-1991,Francesa,1,10,1,12.40
2308,Matheus Correia,21-04-1990,Portuguesa,4,139,1,15.90
2150,Guilherme Correia,27-10-1996,Portuguesa,1,10,2,16.90
1759,Vinicius Correia,28-10-1990,Portuguesa,3,125,1,18.70
1770,Lara Correia,05-10-2004,Portuguesa,5,34,3,18.30
3021,Esther Costa,08-04-1998,Portuguesa,5,34,2,14.20
2377,Beatriz Costa,07-11-1996,Guineense,6,79,2,15.40
1658,Kaique Costa,30-09-1998,Timorense,3,125,3,19.80
2953,Sabrina da Costa,22-09-1997,Portuguesa,2,30,3,16.20
1934,Evelyn da Costa,05-05-2004,Portuguesa,2,30,3,19.90
2905,Joao Miguel da Costa,02-10-1995,Portuguesa,4,139,3,18.40
1933,Camila Costa,13-07-1991,Brasileira,2,30,2,16.80
1439,Sarah Costa,02-02-2002,Portuguesa,2,30,1,12.20
2226,Emanuelly da Costa,18-09-1999,Angolana,5,34,3,16.40
1507,Vicente Costa,15-10-1994,Portuguesa,2,30,3,15.10
2016,Gabriel Costa,20-08-2003,Brasileira,4,139,2,16.60
1442,Igor da Costa,01-12-2001,Portuguesa,2,30,1,12.80
1331,Isabel Costa,20-11-2003,Portuguesa,4,139,3,17.50
1244,Ana Clara Costa,28-09-1992,Portuguesa,1,10,3,13.00
1543,Esther Costa,23-06-1993,Portuguesa,5,34,3,12.80
2154,Joao Gabriel da Costa,16-04-2001,Portuguesa,5,34,3,14.90
1354,Ana Luiza Costa,01-04-2004,Portuguesa,2,30,2,19.90
2198,Emanuelly Costa,11-10-1998,Angolana,4,139,3,13.20
2212,Enzo da Costa,05-04-2000,Portuguesa,2,30,1,17.10
2734,Enzo Gabriel Costa,14-05-1998,Portuguesa,5,34,3,16.80
2893,Leandro Costa,01-04-1999,Portuguesa,4,139,3,13.50
1552,Julia Costa,09-02-1996,Portuguesa,4,139,2,15.30
1796,Luiz Felipe da Costa,10-07-1999,Portuguesa,6,79,2,15.50
1842,Henrique da Costa,19-09-1990,Portuguesa,3,125,1,14.90
1802,Elisa da Costa,18-08-1997,Portuguesa,5,34,1,16.90
2068,Sophie Costa,11-09-2004,Portuguesa,2,30,3,12.40
2211,Caue Costa,16-06-2003,Portuguesa,1,10,2,16.50
2173,Maria Cecilia da Costa,02-10-1994,Mocambicana,1,10,3,12.60
1559,Clara Costa,05-11-1997,Brasileira,3,125,2,12.60
2342,Benjamin Costa,03-08-1995,Portuguesa,5,34,3,14.50
2544,Maria Alice Costa,30-12-1990,Portuguesa,6,79,3,18.10
1725,Marina Costa,17-08-1992,Portuguesa,5,34,2,12.30
2720,Joao Pedro da Costa,09-09-2001,Portuguesa,3,125,3,18.10
2507,Rafael Costa,03-10-1992,Portuguesa,2,30,1,12.10
1602,Luiz Gustavo Costa,03-04-2004,Portuguesa,4,139,1,18.80
1492,Larissa Costa,29-09-2003,Portuguesa,5,34,3,15.80
3217,Nicole da Costa,04-08-1999,Guineense,3,125,2,19.70
2664,Noah Costa,06-11-2001,Portuguesa,3,125,2,17.60
1519,Camila da Costa,19-02-2000,Timorense,6,79,1,19.40
1394,Yasmin Costa,13-07-1992,Francesa,6,79,3,19.00
1285,Maria Fernanda da Costa,18-06-1992,Portuguesa,4,139,2,19.00
3085,Nicole da Costa,23-04-2002,Portuguesa,2,30,1,17.60
1817,Calebe Costa,05-05-2003,Portuguesa,3,125,1,14.40
2138,Lais Costa,04-06-1992,Brasileira,1,10,1,14.00
3121,Isadora Costa,21-12-1990,Portuguesa,3,125,1,17.90
2943,Renan da Costa,05-09-1999,Portuguesa,6,79,1,14.50
2675,Noah Costa,18-10-1990,Portuguesa,4,139,3,11.40
2132,Heloisa da Costa,07-12-1999,Brasileira,1,10,1,19.70
1887,Sophia Costa,03-03-2001,Espanhola,6,79,1,12.10
3145,Sarah Costa,05-10-1994,Portuguesa,5,34,1,18.00
2442,Isabella da Costa,27-02-1998,Portuguesa,2,30,3,17.70
2313,Emanuelly Costa,25-02-1998,Portuguesa,6,79,3,13.70
2103,Leticia da Costa,18-07-1997,Espanhola,2,30,3,11.30
1859,Daniel Costa,07-12-2002,Portuguesa,2,30,2,13.40
1585,Manuela Costela,09-07-1999,Portuguesa,4,139,1,11.30
1851,Nicolas Costela,08-05-2000,Angolana,2,30,3,13.00
2691,Juliana Costela,05-05-1999,Portuguesa,3,125,1,16.50
1314,Gabriel Costela,17-03-1994,Portuguesa,1,10,2,16.60
1482,Isadora Costela,25-03-1999,Timorense,4,139,3,11.80
2980,Thiago Costela,22-04-1999,Portuguesa,2,30,3,18.80
1333,Joao Vitor Costela,05-06-1990,Portuguesa,1,10,3,20.00
2875,Lorena Costela,24-11-1999,Portuguesa,1,10,1,14.90
2923,Pedro Costela,05-03-2000,Brasileira,2,30,2,17.60
2600,Lorenzo Costela,01-11-2004,Portuguesa,6,79,2,11.70
2924,Yuri Costela,30-03-2001,Angolana,1,10,3,11.90
2229,Ana Costela,04-11-2004,Timorense,6,79,3,15.70
2063,Larissa Costela,05-09-1991,Portuguesa,1,10,2,18.20
1941,Isis Costela,02-08-1996,Brasileira,5,34,1,13.70
1471,Renan Costela,29-07-1998,Portuguesa,3,125,3,16.10
2935,Marcela Costela,20-07-1991,Portuguesa,1,10,2,13.20
1470,Otavio Costela,24-04-1992,Portuguesa,5,34,1,13.90
1755,Ana Costela,24-01-1996,Portuguesa,3,125,2,12.20
1910,Julia Costela,25-08-2004,Portuguesa,3,125,2,18.00
2730,Carolina Costela,19-06-1999,Portuguesa,3,125,3,15.10
2205,Alice Costela,18-05-1998,Brasileira,2,30,3,13.00
2791,Noah Costela,22-01-1995,Portuguesa,4,139,2,17.30
3082,Luigi Costela,04-01-2004,Portuguesa,5,34,3,13.50
2004,Caue Costela,15-08-1991,Brasileira,1,10,1,19.10
3022,Heitor Costela,06-12-1995,Portuguesa,6,79,3,11.30
2357,Joao Pedro Costela,14-08-1991,Portuguesa,1,10,1,18.80
2548,Calebe Costela,02-07-1991,Portuguesa,5,34,2,18.10
1596,Lucas Gabriel Costela,02-04-1993,Portuguesa,1,10,3,15.00
1947,Gabriel Costela,23-11-2002,Italiana,2,30,3,19.40
1305,Mariana Costela,29-02-1995,Angolana,1,10,2,11.80
1810,Sarah Costela,06-05-1993,Portuguesa,2,30,3,16.70
3094,Matheus Costela,01-01-1992,Italiana,4,139,3,15.10
1772,Fernando Costela,04-03-1992,Brasileira,5,34,3,18.30
2735,Carolina da Cruz,03-07-2000,Portuguesa,5,34,3,18.40
2400,Joao Gabriel da Cruz,07-05-1991,Mocambicana,1,10,2,19.60
1327,Yasmin da Cruz,26-07-1990,Portuguesa,2,30,3,12.30
1339,Alexandre da Cruz,26-01-1998,Mocambicana,3,125,3,12.00
2559,Sophia da Cruz,11-08-1999,Mocambicana,2,30,2,15.60
3219,Lucas Gabriel da Cruz,21-10-2004,Portuguesa,6,79,1,11.30
1733,Clarice da Cruz,06-06-2001,Brasileira,3,125,2,11.40
1275,Emanuelly da Cruz,07-06-1995,Portuguesa,5,34,1,14.00
2526,Renan da Cruz,21-07-2000,Portuguesa,2,30,2,14.60
2729,Juan da Cruz,08-11-2001,Portuguesa,1,10,2,14.00
1467,Maria Eduarda da Cruz,14-05-1995,Timorense,3,125,3,13.30
2631,Breno da Cruz,01-08-1996,Portuguesa,3,125,3,19.50
1515,Rafaela da Cruz,05-07-2003,Portuguesa,1,10,3,13.90
2183,Benjamin da Cruz,18-11-2003,Portuguesa,6,79,3,18.90
3025,Daniel da Cruz,30-10-1992,Espanhola,2,30,2,18.00
2146,Alexandre da Cruz,24-08-2003,Portuguesa,6,79,2,15.10
1299,Cecilia da Cruz,07-05-2001,Portuguesa,4,139,2,16.00
2191,Lucca da Cruz,01-09-1997,Portuguesa,4,139,3,12.80
3201,Thiago da Cruz,22-01-1995,Portuguesa,6,79,1,14.60
1570,Davi Luiz da Cruz,22-03-1990,Portuguesa,4,139,3,16.90
1336,Francisco da Cruz,25-07-1999,Brasileira,3,125,2,20.00
1526,Thiago da Cruz,30-10-1995,Portuguesa,3,125,2,11.70
2983,Gabrielly da Cruz,02-02-1997,Brasileira,4,139,3,17.90
2104,Heloisa da Cruz,02-10-1996,Portuguesa,6,79,2,14.90
2698,Diego da Cruz,22-06-1996,Portuguesa,3,125,1,16.70
2223,Emilly da Cruz,17-08-1992,Portuguesa,1,10,2,18.30
2899,Luigi da Cruz,26-08-2002,Espanhola,6,79,3,16.40
3009,Luiz Otavio da Cruz,05-12-2003,Portuguesa,3,125,2,12.30
2397,Antonio da Cruz,25-12-1997,Portuguesa,6,79,2,17.00
3032,Vitoria da Cunha,04-04-1999,Espanhola,2,30,3,12.10
2609,Alicia Cunha,23-05-1999,Portuguesa,1,10,1,16.20
3010,Joana da Cunha,03-02-2004,Guineense,1,10,2,16.90
3213,Kevin da Cunha,23-12-1993,Portuguesa,6,79,3,17.80
1847,Emanuel da Cunha,14-04-1991,Angolana,5,34,2,13.10
1768,Erick da Cunha,12-04-2001,Portuguesa,6,79,3,12.40
2773,Camila da Cunha,04-06-1990,Portuguesa,5,34,3,19.50
1545,Pietra Cunha,28-03-1992,Francesa,6,79,2,17.40
2352,Leticia da Cunha,25-09-1994,Portuguesa,6,79,2,11.10
1267,Ana Julia Cunha,08-03-2003,Portuguesa,3,125,1,17.40
2101,Caue Cunha,14-11-1993,Portuguesa,5,34,1,12.50
3026,Maria Vitoria Cunha,05-10-2001,Portuguesa,1,10,1,19.30
2448,Emanuella Cunha,13-05-1990,Timorense,5,34,1,12.30
3194,Joao Vitor Cunha,20-12-1990,Portuguesa,4,139,1,17.50
1271,Joao Lucas da Cunha,24-02-2002,Italiana,3,125,3,15.70
2279,Lorenzo da Cunha,19-02-2002,Portuguesa,4,139,2,19.40
2585,Pedro Henrique Cunha,25-01-1996,Portuguesa,6,79,1,17.90
2891,Caua da Cunha,17-11-1999,Portuguesa,2,30,3,14.80
3099,Ana Luiza da Cunha,24-03-1995,Portuguesa,1,10,2,13.60
2505,Julia Cunha,14-05-2002,Portuguesa,4,139,1,12.00
2189,Joana Cunha,03-09-1990,Brasileira,2,30,2,19.50
2453,Luiz Gustavo Cunha,09-05-1997,Portuguesa,4,139,1,12.00
2804,Pedro Henrique Cunha,03-12-2002,Mocambicana,4,139,1,16.00
1560,Ana da Cunha,12-05-1992,Portuguesa,2,30,2,12.80
2700,Manuela da Cunha,16-09-2001,Portuguesa,3,125,1,15.30
3203,Benjamin da Cunha,12-01-1990,Guineense,3,125,1,18.60
1615,Ana Laura Cunha,21-11-1995,Italiana,4,139,2,13.80
1665,Stella da Cunha,03-09-2003,Francesa,1,10,1,17.40
1747,Leticia Cunha,10-05-1996,Portuguesa,4,139,3,13.60
1914,Camila Cunha,29-03-2003,Brasileira,1,10,1,19.90
2971,Gabrielly da Cunha,14-03-2002,Portuguesa,1,10,2,13.40
3183,Alicia da Cunha,08-04-1993,Guineense,5,34,3,17.40
1401,Eduardo da Cunha,05-02-1990,Portuguesa,2,30,2,19.00
2259,Caua da Cunha,05-05-1999,Portuguesa,6,79,1,18.00
1606,Luna da Cunha,23-04-1994,Portuguesa,6,79,1,13.80
1833,Leticia da Cunha,28-10-1998,Portuguesa,4,139,3,17.20
1398,Maria Clara Cunha,27-07-1996,Portuguesa,3,125,3,17.20
2722,Bruna Cunha,27-10-2002,Timorense,6,79,3,14.50
2273,Isabella da Cunha,29-04-1994,Portuguesa,1,10,2,18.30
3132,Andre Cunha,23-02-1993,Francesa,6,79,1,14.50
1738,Vitor da Cunha,17-04-2000,Portuguesa,3,125,3,16.70
2663,Maysa da Cunha,15-10-2003,Brasileira,5,34,1,19.70
3071,Larissa da Cunha,17-12-2003,Portuguesa,1,10,1,14.30
3065,Yago da Cunha,26-07-1994,Portuguesa,5,34,1,19.30
2539,Emanuella Cunha,19-02-2000,Portuguesa,6,79,3,18.80
1986,Carolina Cunha,10-09-2001,Portuguesa,4,139,1,11.60
2341,Lucas Gabriel Cunha,04-06-2002,Portuguesa,1,10,3,16.00
2845,Emanuella da Cunha,04-11-1993,Portuguesa,2,30,1,14.50
2293,Heloisa da Cunha,03-12-1993,Portuguesa,5,34,3,11.90
2176,Breno Dias,02-10-1997,Portuguesa,6,79,1,18.50
1995,Yago Dias,23-04-1994,Angolana,5,34,1,12.40
2841,Lucca Dias,27-10-1994,Portuguesa,4,139,3,14.90
1957,Larissa Dias,24-02-1991,Portuguesa,1,10,2,19.40
1594,Matheus Dias,01-04-2002,Angolana,1,10,3,13.60
1400,Lorenzo Dias,08-09-2001,Portuguesa,3,125,1,16.80
1919,Maria Luiza Dias,18-06-1995,Portuguesa,6,79,3,13.30
3090,Benicio Dias,14-07-1998,Francesa,2,30,1,14.80
1669,Gabrielly Dias,06-05-1998,Portuguesa,6,79,1,17.00
1450,Ana Laura Dias,18-12-1991,Portuguesa,1,10,1,11.60
3129,Laura Dias,07-09-1990,Portuguesa,4,139,2,14.70
2706,Benjamin Dias,27-07-1993,Brasileira,4,139,3,15.70
1807,Erick Dias,16-10-1995,Portuguesa,2,30,2,18.50
1743,Nina Dias,11-07-2001,Portuguesa,5,34,3,19.40
3171,Bruna Dias,05-12-2001,Portuguesa,1,10,2,16.30
1496,Kaique Dias,03-08-1992,Portuguesa,5,34,2,18.90
1885,Daniel Dias,20-02-2004,Portuguesa,5,34,2,11.40
2078,Maysa Dias,05-12-2002,Portuguesa,3,125,1,12.50
2564,Maria Luiza Dias,08-07-1999,Portuguesa,3,125,1,16.20
1328,Joao Gabriel Dias,11-06-1993,Portuguesa,3,125,1,16.20
2974,Clarice Dias,11-03-1995,Portuguesa,5,34,1,19.80
2584,Brenda Dias,26-07-1995,Portuguesa,6,79,2,12.00
2338,Vitor Gabriel Dias,30-03-1999,Portuguesa,6,79,1,14.50
1254,Luiz Gustavo Dias,19-03-2002,Portuguesa,1,10,1,16.50
2491,Bryan Dias,09-04-1990,Timorense,3,125,2,14.20
1965,Alicia Dias,11-04-2004,Brasileira,1,10,2,18.60
1485,Maria Sophia Dias,30-01-1994,Portuguesa,2,30,3,13.20
1315,Davi Lucca Dias,07-03-1996,Mocambicana,5,34,2,15.40
1411,Maria Eduarda Dias,26-06-2004,Portuguesa,3,125,2,12.40
2303,Thiago Dias,12-07-1994,Portuguesa,6,79,1,16.50
1967,Luiz Felipe Dias,19-06-2003,Brasileira,1,10,3,11.20
2047,Ana Beatriz Dias,12-12-2001,Timorense,4,139,2,18.10
3013,Leonardo Dias,25-12-1998,Portuguesa,3,125,1,14.60
2684,Alana Duarte,17-03-1998,Portuguesa,2,30,2,12.80
3014,Yago Duarte,01-01-1996,Portuguesa,6,79,1,12.90
3161,Luiz Otavio Duarte,24-08-1995,Portuguesa,4,139,3,17.00
2300,Nicole Duarte,19-09-1996,Portuguesa,5,34,2,15.70
3016,Felipe Duarte,10-07-1995,Guineense,1,10,2,19.00
1282,Kamilly Duarte,13-11-2003,Portuguesa,1,10,1,18.60
1346,Nicole Duarte,13-11-1996,Portuguesa,2,30,3,19.20
2271,Henrique Duarte,07-08-1990,Portuguesa,6,79,1,15.30
1666,Davi Luiz Duarte,09-01-1995,Portuguesa,5,34,2,14.20
2986,Nicolas Duarte,22-04-1993,Portuguesa,6,79,1,13.90
3070,Pedro Miguel Duarte,20-12-1993,Portuguesa,2,30,2,11.30
1332,Bianca Duarte,27-03-2004,Portuguesa,6,79,3,11.70
1966,Lavinia Duarte,12-04-1992,Guineense,4,139,2,14.90
1572,Maria Fernanda Duarte,11-05-1995,Portuguesa,3,125,3,14.50
2434,Daniel Duarte,12-02-1994,Portuguesa,4,139,3,15.80
1426,Rafael Duarte,08-12-1998,Mocambicana,2,30,1,15.90
1998,Joao Lucas Duarte,29-06-2004,Portuguesa,5,34,3,11.00
3075,Lucca Duarte,27-10-1994,Portuguesa,6,79,2,18.30
1540,Davi Duarte,15-08-2004,Angolana,2,30,2,17.90
1873,Otavio Duarte,27-11-1999,Brasileira,3,125,2,18.90
3218,Erick Duarte,25-06-2000,Portuguesa,5,34,2,15.80
2775,Vitor Hugo Duarte,07-12-1998,Portuguesa,2,30,1,19.50
1784,Sarah Duarte,21-02-2003,Portuguesa,3,125,2,14.40
1948,Davi Lucca Duarte,29-02-1995,Portuguesa,6,79,2,14.30
2909,Vitoria Farias,14-08-1991,Guineense,1,10,3,16.70
1605,Maria Vitoria Farias,06-09-2001,Portuguesa,6,79,1,16.10
3027,Joao Vitor Farias,14-01-1994,Guineense,5,34,3,16.70
1693,Joao Guilherme Farias,04-01-2001,Portuguesa,1,10,2,15.80
2651,Lucca Farias,09-09-1997,Brasileira,1,10,2,14.30
2270,Ana Vitoria Farias,26-12-1993,Mocambicana,1,10,1,14.10
1678,Maria Clara Farias,08-04-1994,Portuguesa,3,125,1,17.30
1287,Luana Farias,12-07-2003,Mocambicana,4,139,3,17.40
3222,Emanuel Farias,22-10-2003,Brasileira,5,34,1,14.00
2006,Vitor Gabriel Farias,01-07-2003,Guineense,1,10,3,17.20
2053,Benicio Farias,11-09-2000,Portuguesa,1,10,2,18.40
1625,Davi Lucca Farias,06-11-1992,Portuguesa,6,79,2,18.30
2407,Luiz Otavio Farias,16-07-1994,Espanhola,1,10,3,13.80
2527,Luigi Farias,26-08-2000,Portuguesa,1,10,3,15.00
2748,Elisa Farias,01-12-1997,Portuguesa,4,139,2,17.10
2948,Davi Lucas Farias,18-01-2000,Portuguesa,4,139,2,18.90
1753,Fernanda Farias,23-07-1997,Portuguesa,4,139,1,11.60
2436,Rafael Farias,17-10-2004,Portuguesa,2,30,2,12.20
2294,Laura Farias,11-02-2002,Portuguesa,3,125,2,16.90
2013,Maria Clara Farias,15-07-1990,Portuguesa,1,10,2,18.20
1656,Gustavo Henrique Farias,02-10-1992,Portuguesa,1,10,3,11.10
1290,Caue Farias,23-02-2002,Francesa,5,34,1,12.00
1361,Agatha Farias,01-11-1998,Francesa,4,139,2,19.20
2080,Luna Farias,27-10-1990,Portuguesa,5,34,2,13.10
2872,Vinicius Farias,12-05-1998,Brasileira,5,34,1,18.60
2890,Kamilly Farias,03-06-1997,Portuguesa,3,125,2,12.60
2227,Alexia Fernandes,12-08-1996,Portuguesa,1,10,1,18.20
1297,Joao Guilherme Fernandes,29-10-1993,Portuguesa,1,10,3,12.50
3067,Julia Fernandes,02-07-1998,Portuguesa,4,139,3,18.40
2869,Ana Sophia Fernandes,03-02-1994,Portuguesa,2,30,2,14.30
2927,Murilo Fernandes,02-07-2000,Portuguesa,1,10,3,14.00
2519,Gabriel Fernandes,29-04-1993,Portuguesa,5,34,3,14.20
2214,Natalia Fernandes,10-04-2003,Brasileira,1,10,3,14.40
1751,Francisco Fernandes,18-12-1996,Portuguesa,3,125,3,11.70
2844,Pietro Fernandes,18-11-1999,Portuguesa,6,79,3,14.50
2054,Catarina Fernandes,07-09-1999,Portuguesa,3,125,3,16.20
1685,Pedro Lucas Fernandes,05-12-1997,Italiana,2,30,3,14.00
2638,Maria Fernandes,07-10-2001,Portuguesa,5,34,1,17.30
1397,Carolina Fernandes,30-07-2004,Italiana,6,79,1,15.80
3118,Vitoria Fernandes,17-08-1994,Portuguesa,5,34,1,11.00
1616,Arthur Fernandes,15-12-1999,Portuguesa,4,139,2,17.60
1341,Julia Fernandes,23-10-1998,Portuguesa,5,34,1,16.90
3031,Clarice Fernandes,19-12-1991,Portuguesa,2,30,2,16.80
2555,Stephany Fernandes,22-10-2002,Portuguesa,4,139,3,13.80
2459,Barbara Fernandes,07-02-1998,Guineense,6,79,1,14.60
2058,Davi Lucca Fernandes,28-09-1990,Portuguesa,2,30,3,16.60
1880,Sophie Fernandes,04-01-2001,Angolana,1,10,1,18.20
2187,Enzo Gabriel Fernandes,05-01-2000,Portuguesa,3,125,1,16.50
2701,Maria Clara Fernandes,29-02-1992,Portuguesa,5,34,3,17.90
2750,Maite Fernandes,06-06-2000,Espanhola,1,10,1,11.60
1814,Lucca Fernandes,19-05-2003,Brasileira,6,79,1,16.90
1715,Erick Fernandes,10-05-1999,Portuguesa,6,79,3,11.30
2902,Davi Fernandes,05-12-1995,Portuguesa,5,34,3,16.30
2697,Marcela Fernandes,03-09-2001,Portuguesa,6,79,2,19.10
3011,Alana Fernandes,13-06-2004,Brasileira,1,10,3,12.60
2771,Felipe Fernandes,20-03-1995,Portuguesa,2,30,3,16.40
2336,Yago Ferreira,19-11-1990,Portuguesa,3,125,3,15.30
3007,Felipe Ferreira,02-02-2001,Portuguesa,5,34,1,11.40
3005,Natalia Ferreira,02-11-1990,Portuguesa,6,79,1,15.40
3182,Diego Ferreira,06-02-1995,Portuguesa,6,79,3,18.40
1899,Sarah Ferreira,24-10-1994,Portuguesa,4,139,3,12.50
3232,Joao Gabriel Ferreira,05-11-1994,Portuguesa,2,30,2,14.50
1982,Juan Ferreira,10-07-1994,Brasileira,2,30,1,14.50
2100,Raul Ferreira,14-07-2004,Espanhola,3,125,2,11.70
2099,Leonardo Ferreira,16-04-2002,Brasileira,4,139,2,14.90
2483,Livia Ferreira,02-07-1997,Portuguesa,1,10,1,15.50
3166,Andre Ferreira,14-01-1999,Portuguesa,5,34,2,14.60
2490,Joana Ferreira,03-06-1999,Brasileira,2,30,1,19.40
1838,Joao Pedro Ferreira,18-03-1993,Portuguesa,6,79,3,14.20
2830,Isis Ferreira,08-04-1991,Portuguesa,1,10,3,12.80
2210,Maria Alice Ferreira,04-05-2002,Angolana,2,30,3,17.70
3097,Thiago Ferreira,05-05-1997,Portuguesa,6,79,1,12.90
1799,Isaac Ferreira,20-09-2002,Portuguesa,5,34,1,14.00
2608,Ian Ferreira,29-01-2002,Portuguesa,1,10,3,16.00
2763,Theo Ferreira,09-02-1990,Portuguesa,2,30,3,19.30
1284,Maysa Ferreira,13-12-1992,Portuguesa,4,139,2,14.50
3053,Kamilly Ferreira,09-11-1990,Portuguesa,4,139,1,15.40
1646,Agatha Ferreira,30-09-1990,Portuguesa,6,79,1,19.20
2758,Ana Vitoria Ferreira,02-01-1992,Brasileira,5,34,2,12.50
1676,Bianca Ferreira,24-09-2001,Portuguesa,3,125,1,11.90
2649,Sofia Ferreira,29-09-2001,Portuguesa,4,139,3,16.40
2705,Ian Ferreira,14-07-2003,Portuguesa,5,34,3,19.20
3062,Giovanna Ferreira,21-05-2001,Portuguesa,3,125,1,18.80
3128,Valentina Ferreira,25-07-1990,Francesa,3,125,1,12.40
1349,Francisco Ferreira,27-09-1995,Portuguesa,5,34,3,17.30
1252,Caroline Fogaca,16-06-1997,Brasileira,3,125,2,13.70
2125,Samuel Fogaca,26-01-1990,Portuguesa,5,34,2,19.10
3023,Laura Fogaca,04-09-1996,Portuguesa,5,34,2,11.30
1402,Melissa Fogaca,15-03-1994,Portuguesa,3,125,2,16.20
2118,Maria Fernanda Fogaca,25-07-2001,Portuguesa,4,139,1,17.00
2359,Bianca Fogaca,26-01-1998,Mocambicana,1,10,1,11.60
1457,Maria Luiza Fogaca,25-11-1991,Brasileira,6,79,3,16.60
2165,Lorenzo Fogaca,14-12-1992,Portuguesa,2,30,2,19.50
1395,Emanuella Fogaca,25-05-2000,Italiana,1,10,3,17.70
2975,Emilly Fogaca,01-03-1993,Portuguesa,1,10,1,11.30
1493,Lucca Fogaca,15-01-2002,Portuguesa,5,34,2,12.00
1503,Danilo Fogaca,15-05-1991,Portuguesa,6,79,3,19.90
2955,Lavinia Fogaca,07-08-1997,Portuguesa,3,125,1,14.10
2937,Eduardo Fogaca,13-02-1992,Brasileira,6,79,2,17.30
2077,Nina Fogaca,18-10-1995,Francesa,4,139,3,13.30
2910,Fernanda Fogaca,04-12-1999,Portuguesa,1,10,3,17.70
2411,Arthur Fogaca,18-07-1997,Portuguesa,2,30,3,13.30
2908,Alexandre Fogaca,29-03-1995,Portuguesa,1,10,2,11.20
1548,Diego Fogaca,10-03-1995,Portuguesa,5,34,3,11.30
1554,Isaac Fogaca,05-12-1994,Angolana,1,10,3,19.80
1382,Ana Carolina Fogaca,12-06-2001,Espanhola,3,125,2,19.50
2064,Yasmin Fogaca,10-01-2001,Portuguesa,1,10,2,12.70
3172,Camila Fogaca,09-01-1994,Portuguesa,6,79,3,16.00
1631,Melissa Fogaca,02-06-1992,Portuguesa,2,30,3,15.60
1987,Milena Fogaca,19-06-1996,Timorense,4,139,2,14.30
2217,Juliana Fogaca,03-05-1993,Portuguesa,1,10,3,13.30
1863,Murilo Fogaca,29-11-1991,Portuguesa,6,79,2,17.50
2724,Maite Fogaca,28-07-1997,Angolana,3,125,3,15.20
2494,Lavinia Fogaca,19-01-1999,Portuguesa,3,125,2,18.90
2769,Evelyn Fogaca,29-05-1995,Portuguesa,3,125,3,15.80
2237,Paulo Fogaca,26-12-1997,Mocambicana,3,125,2,18.40
2746,Murilo Fogaca,03-09-1995,Portuguesa,3,125,2,17.40
1836,Sofia Fogaca,21-06-1990,Portuguesa,5,34,1,12.80
